MPJPE_pixel,MPJPE_normalized
403.74192006087674,0.729226201122131
517.5869751612937,0.9305854514357262
500.4303636004035,0.8944050594096348
702.2542351815036,1.2684151366872822
702.9857883119653,1.2534068899760462
492.9287752647951,0.8622278696654758
501.5830707580823,0.9118846629823093
498.3360966510012,0.9358143166609101
501.973736619128,0.9273587673595642
697.8398695232481,1.3045369598122534
694.8227479774692,1.2896056288987472
596.5092566313842,1.1231263598870005
572.9847064063324,1.115587502762433
570.3652025651168,1.0902496651351459
571.3943366966001,1.0813465617543199
571.688956430408,1.0727501861078474
573.4204462928541,1.0770987486130155
575.0986477636309,1.0740874582366156
575.7151115319928,1.0925961078485564
484.8274060639793,0.9277874745513542
484.02386325344355,0.9243447086804745
578.2652925931552,1.125618840586134
389.79412095577186,0.7548356706011896
567.6926655169729,1.1128086687621004
558.3146902331719,1.146599190097102
462.3284335447639,0.9599444241201859
469.8277808333927,0.9822293088286549
473.2958539107472,0.960948275050753
464.48211510933334,0.9346111507917506
359.1409702322612,0.7248432213037641
362.4568696361521,0.7241331237648858
274.2109729680611,0.5456771896720719
292.7121300456365,0.5841088469679012
736.8022836481399,1.3197412176906032
857.931096436847,1.412562436712527
445.77884543634156,0.7421644417375624
774.0217272478285,1.2855880773321449
564.235305389603,0.945925841824009
775.6869863379499,1.3430762734296893
412.2929549495971,0.7610293082500034
400.84266172598046,0.738062831270759
391.5253065461235,0.7065394554604362
394.50125790788974,0.7116080268189505
401.05277820410305,0.728212388883427
405.99821042303125,0.7405375129923524
404.67545551498847,0.754185274911314
402.17073124728506,0.7363471652549299
401.42747014524406,0.7277114554053334
225.03823528562063,1.0332286595820066
508.56535675023514,2.7999920539458305
177.4238025822923,0.9401879200592032
171.79102145707594,0.53234034829235
305.27391974667745,0.9033536718610068
174.58040421883325,0.5210655411029365
181.43964778007685,0.5493160716439758
188.75418516314244,0.5430212461540348
199.6150763306149,0.5541784462260269
202.56178693285233,0.5492739239083692
205.7996674110894,0.5692401472920647
209.5075706082475,0.5958453605608636
216.04569337138406,0.5908085620993989
218.84418050122144,0.5624310737006594
353.89685391881403,0.9181513676888116
762.2826680912921,2.0127391039273257
463.45995785469734,1.2319444284046794
328.11525173449814,0.8874863792576896
329.55155026019224,0.8944486369871762
329.31931030068085,0.8825292246651001
330.41374249391373,0.8937033387895845
466.4073763432442,1.2719946774062092
468.58508739080673,1.2586392172626728
471.20592561471267,1.2502843767222707
476.4032237809716,1.2733355707812937
473.59310833375434,1.265074015209302
471.96636881224674,1.2765991593651353
748.9000065535953,2.1221549877402834
606.5844636489486,1.715851706699372
745.2051322905525,2.0519231340639816
753.4089929703148,1.9866704101191746
750.2903177700608,2.005383889821566
745.0693134934677,2.077039319278059
740.6804576388929,2.1537732230651816
873.942172142339,2.665945244274516
889.2812417564066,2.6542143346607383
762.5317895128977,1.9367952632735372
771.9555505613339,1.7800077719829415
775.9623258562933,1.8270446961479347
362.98997517712303,0.9148878164758028
491.681755729719,1.2039986770208655
484.636279837718,1.1953371033317417
335.96238589583714,0.8975056324672603
323.9790588781349,0.9092311417148952
446.59767444077687,1.2922835122769798
442.7283659430627,1.2682719317722666
444.5903637573714,1.3024205267721811
443.256641965934,1.3062932240747311
302.68078624338756,0.902269637588869
575.2500370132701,1.732492973693425
301.2884182030116,0.8881826141902767

STATISTIC,MPJPE_pixel,MPJPE_normalized
mean,483.2512218165204,1.1257301275910094
median,471.20592561471267,0.960948275050753
min,171.79102145707594,0.5210655411029365
max,889.2812417564066,2.7999920539458305
